New Internal ID	Year	Genus	Species	Serovar	Source (site)	Source (national)	ST	Plasmids	Ceftriaxone CRO (R≤ 19)	Meropenem (R≤ 19)	Ampicillin (R≤ 13)	Gentamicin (R≤ 12)	Ciprofloxacin (R≤ 21)	Tetracycline (R≤ 11)	Chloramphenicol (R≥ 32 )	Colistin  (≥ 4) 	Trimethoprim-Sulfamethoxazole ( ≥4)	Amoxicillin-clavulanic acid -Amoclan (≥32/16)	Azithromycin (≥32)	Nalidixic acid (≥32)	Aminoglycoside	triclosan	fosfomycin	peptide antibiotic	Glycopeptide	nucleoside antibiotic, disinfecting agents and antiseptics	fluoroquinolone antibiotic	elfamycin antibiotic	nitroimidazole antibiotic	cephalosporin, penam	cephalosporin, cephamycin, penam	aminoglycoside antibiotic, aminocoumarin antibiotic	fluoroquinolone antibiotic, tetracycline antibiotic	macrolide antibiotic, fluoroquinolone antibiotic, penam	tetracycline antibiotic, benzalkonium chloride, rhodamine	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, cephamycin, penam, tetracycline antibiotic	macrolide antibiotic, aminoglycoside antibiotic, cephalosporin, tetracycline antibiotic, peptide antibiotic, rifamycin antibiotic	fluoroquinolone antibiotic, cephalosporin, glycylcycline, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan	fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, glycylcycline, cephamycin, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan, penem	monobactam, cephalosporin, penam, penem	Tetracycline	  Disinfectant            	Sulphonamide	cephalosporin	Beta-lactam   	Acridine dye, disinfecting agents and intercalating dyes	Macrolide, Lincosamide and streptogramin B 	Phenicol 	diaminopyrimidine antibiotic	macrolide	aminocoumarin antibiotic	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics
SAL_202203_289	2022	Salmonella	Enterica	Typhi 	Human stool	Lebanon	1	Not Found 	37 S	28 S	29 S	35 S	18 R	4 R	23 S	<0.25 S	<2 S 	4 S	8 S 	16 S	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrR	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	-	-	-	-	-	-	-	-									
SAL_202203_290	2022	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Not Found 	35 S	27 S	27 S	32 S	18 R	4 R	25 S	4 R	<2 S	2 S	8 S	64 R	AAC(6')-Iy, kdpE		 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	-	-	-	-	-	-	-	-									
SAL_202203_291	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	35 S	27 S	30 S	27 S	18 R	4 R	26 S	2 S	<2 S	2 S	>512 R	>512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202203_292	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	33 S	27 S	31 S	27 S	15 R	4 R	26 S	4 R	<2 S	1 S	>512 R 	>512 R	AAC(6')-Iy, kdpE		 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202206_293	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	33 S	27 S	28 S	29 S	15 R	4 R	25 S	1 S	<2 S	1 S	>512 R	>512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202206_294	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	33 S	25 S	29 S	25 S	18 R	2 S	24 S	4 R	<2 S	2 S	>512 R	>512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202207_295	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	28 S	12 R	20 S	15 S	23 S 	6 R	20 S	4 R	32 R 	2 S 	4 S 	> 512 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202207_296	2022	Salmonella	Enterica	Typhi 	Human stool	Lebanon	1	IncFIB(pHCM2) 	30 S	35 S 	26 S	25 S 	20 S 	26 S 	34 S 	<0.25 S 	2 S	< 2 S 	32 R	>512 R 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202208_297	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	30 S	30 S	22 S	22 S	22 S	22 S	22 S	8 R	2 S	2 S	4 S	> 512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202208_299	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	21 S	30 S	24 S	20 S	25 S	12 S	25 S	4 R	1 S	2 S	4 S	> 512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202208_300	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	28 S	12 R	18 S	11 R	20 R	18 S	19 S	4 R	4 R	8 S	4 S	> 512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin, FosA7 	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202208_301	2022	Salmonella	Enterica	Borreze 	Human stool	Lebanon	13	IncI1-I(Alpha)  	30 S	29 S	20 S	12 R	30 S	6 R	22 S	0.5 S 	> 512 R	2 S	4 S	32 R 	AAC(6')-Iy, kdpE, aadA	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, emrA, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation		tet(A)	qacL	sul3						dfrA1								
SAL_202208_302	2022	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	IncFIB(pN55391)  	21 S	20 S	15 S	18 S	17 R	6 R	20 S	0.5 S 	8 R	2 S	4 S	> 512 R	AAC(6')-Iy, kdpE, aadA	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation		tet(A)	qacEdelta1	sul1														
SAL_202208_303	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	28 S	30 S	21 S	20 S	22 S	11 R	22 S	4 R	2 S	8 S	4 S	> 512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202208_305	2022	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	19 R	20 S	6 R	6 R	11 R	6 R	6 R	4 R	8 R	32 R	8 S	> 512 R	APH(6)-Id, APH(3'')-Ib, AAC(3)-Iie, AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	tet(A) tet (B), tet R 		sul2				Inu (G)										
SAL_202208_306	2022	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	19 R	30 S	6 R	6 R	20 R	6 R	6 R	0.5 S 	4 R	32 R	4 S	> 512 R	APH(6)-Id, APH(3'')-Ib, AAC(3)-Iie, AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	tet(A) tet (B), tet R 		sul2				Inu (G)										
SAL_202208_307	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	22 S	30 S	12 R	9 R	19 R	14 S	12 R	0.5 S 	2 S	16 R 	8 S	> 512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1																	
SAL_202209_308	2022	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	Not Found 	30 S	30 S	22 S	11 R	9 R	6 R	6 R	0.25 S	4 R	2 S	8 S	64 R 	AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		-	baeR	adeF	CRP		rsmA		H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202209_309	2022	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Not Found 	29 S	30 S	20 S	6 R	20 R	6 R	6 R	0.25 S	16 R	16 R 	128 R	> 512 R	AAC(6')-Iy, kdpE	-		bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP				H-NS	 KpnE,  KpnF	marA, AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202209_310	2022	Salmonella	Enterica	Uganda	Human stool	Lebanon	684	ColpVC	29 S	18 R	12 R	16 S	26 S	10 R	6 R	0.25 S	8 R	4 S	4 S	16 S	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK	EF-Tu mutants 	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1																	
SAL_202209_312	2022	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	30 S	30 S	6 R	6 R	12 R	6 R	6 R	0.5 S 	32 R	64 R	4 S	> 512 R	AAC(6')-Iaa	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 	-	-		-	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202209_313	2022	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Not Found 	30 S	30 S	20 S	20 S	32 S	6 R	18 S	0.5 S 	32 R	4 S	32 R	32 R 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202209_314	2022	Salmonella	Enterica	Anatum	Human stool	Lebanon	64	Not Found 	30 S	32 S	20 S	13 S	20 R	20 S	20 S	0.5 S 	> 512 R	2 S	8 S	8 S	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1																	
SAL_202209_315	2022	Salmonella	Enterica	Uganda	Human stool	Lebanon	684	ColpVC	29 S	20 S	20 S	11 R	27 S	20 S	6 R	0.5 S 	8 R	4 S	8 S	8 S	AAC(6')-Iy, kdpE	-	-	-	vanG	-	emrB, emrR, MdtK		-		-	baeR	adeF	-	Escherichia coli mdfA		mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	-																		
SAL_202209_317	2022	Salmonella	Enterica	Anatum	Human stool	Lebanon	64	Not Found 	29 S	25 S	22 S	16 S	19 R	22 S	28 S	0.5 S 	> 512 R	2 S	4 S	> 512 R	AAC(6')-Iy, kdpE	-	-	-	vanG	-	emrB, emrR, MdtK		msbA		-	baeR	adeF	-	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations																			
SAL_202209_318	2022	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Not Found 	26 S	26 S	21 S	18 S	22 S	12 S	22 S	0.5 S 	> 512 R	2 S	4 S	8 S	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	-	leuO	emrB, emrR, MdtK		-		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	-	-	rsmA	-	H-NS	 KpnE,  KpnF	marA, sdiA, AcrAB-TolC with marR mutations	-																		
SAL_202209_319	2022	Salmonella	Enterica	Enteritidis 	Human stool	Lebanon	11	Not Found 	24 S	24 S	18 S	12 R	20 R	12 S	12 R	8 R	4 R	1 S	4 S	> 512 R	AAC(6')-Iy, kdpE	-	-	bacA	-	-	 MdtK		msbA		-	baeR	-	-	Escherichia coli mdfA	-	golS	H-NS	 KpnE,  KpnF	marA, sdiA, AcrAB-TolC with marR mutations																			
SAL_202210_320	2022	Salmonella	Enterica	Muenchen	Human stool	Lebanon	82	IncQ1	28 S	27 S	23 S	15 S	24 S	18 S	8 R	0.5 S 	>512 R	<2 S	8 S	16 S	AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202210_321	2022	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	Not Found 	29 S	30 S	21 S	19 S	26 S	19 S	25 S	1 S	8 R	<2 S	8 S	> 512 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA			emrB, emrR							CRP		rsmA		H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations																			
SAL_202210_322	2022	Salmonella	Enterica	Kentucky 	Human stool	Lebanon	198	Not Found 	29 S	30 S	25 S	18 S	27 S	21 S	21 S	0.25 S	>512 R	< 2S 	8 S	32 R 	AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202210_323	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	24 S	29 S	23 S	16 S	23 S 	19 S	23 S	1 S	8R	<2S	8 S	>512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation			-															
SAL_202210_325	2022	Salmonella	Enterica	Typhimurium 	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	27 S	24 S	6 R	6 R	20 R	6 R	6 R	0.25 S	32 R	32 R	16 S	>512 R	APH(6)-Id, APH(3'')-Ib, AAC(3)-Iie, AAC(6')-Iaa,kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK	EF-Tu mutants 	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	-	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation		 tet (B), tet R 		sul2				Inu (G)										
SAL_202210_326	2022	Salmonella	Enterica	Panama 	Human stool	Lebanon	48	Not Found 	28 S	30 S	20 S	19 S	19 R	7 R	20 S	0.5 S 	>512 R	<2S	32 R	32 R 	AAC(6')-Iaa,kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202210_327	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	24 S	20 S	23 S	20 S	25 S	12 S	22 S	1S 	4 R	<2 S	8 S	> 512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202210_329	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	358	-	32 S	31 S 	26 S	19 S	31 S	20 S	27 S	<0.25 S 	16 R 	<2 S 	32 R 	16 S	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202302_330	2023	Salmonella	Enterica	Albany 	Human stool	Lebanon	1818	-	<1 S 	<0.25 S 	<0.25 S	<1 S 	1 S 	23 S	16 S 	0.5 S 	8R	<2 S 	16 S	16 S	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202302_331	2023	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Col(BS512) , IncB/O/K/Z ,IncI1-I(Alpha)     	>64 R 	<0.25 S	6 R	<1 S 	1 S 	>16 R 	8 S 	<0.25 S 	>512 R	16 R 	16 S	16 S	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202303_332	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	>64 R 	>16 R 	<0.25 S	>16 R	1 S 	>16 R 	64 R	1 S 	>512 R	<2 S 	>512 R 	64 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202304_333	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	<1 S 	<0.25 S	<0.25 S	>16 R	1 S 	20 S	8 S 	8 R	512 R	<2 S 	64 R	>512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
